type;name;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018;01.01.2019;01.02.2019;01.03.2019;01.04.2019;01.05.2019;01.06.2019;01.07.2019;01.08.2019;01.09.2019;01.10.2019;01.11.2019;01.12.2019;01.01.2020;01.02.2020;01.03.2020;01.04.2020;01.05.2020;01.06.2020;01.07.2020;01.08.2020
G;47;78.7956;78.6415;82.6322;82.2598;82.1114;81.4966;82.528;77.8926;77.8089;77.3593;77.071;77.1753;77.7673;74.957;77.9314;77.5352;76.1735;75.2645;74.3702;74.0183;73.559;73.0314;73.3973;74.89405;74.26725;85.35775;81.67095;87.9019;86.45375;87.04985;87.21335;89.1229;86.82345;84.204;84.48065;84.3043;84.3495;79.8081;80.61475;78.90265;76.9887;79.92995;77.74335;82.28755;82.52385;79.79775;74.2938;67.3849;58.17085;57.784;73.9272;73.9957;72.952;67.3183;72.4219;69.4725;79.9397;79.5029;80.6558;79.2031;79.3061;80.0272;79.5619;78.6068;77.202;78.2389;77.9494;78.549
G;48;63.4335;61.2033;63.3334;64.0738;70.0785;68.9888;66.8127;68.6038;69.2167;68.2625;65.4205;66.0277;66.2617;67.249;63.059;63.7009;73.3908;71.0149;68.9684;68.01965;74.9709;72.5891;73.89275;73.63045;65.1709;66.65095;63.7481;61.9679;69.42745;71.24145;66.9136;67.14795;66.8519;65.70135;65.6311;69.7326;69.99135;68.84085;69.0261;68.2811;80.119;79.6049;80.50925;78.6797;81.18725;79.9551;78.2831;77.00365;76.3676;76.5461;75.7829;74.3566;86.7513;85.9745;85.0876;82.9595;81.3276;80.2161;80.3093;79.1195;77.6522;78.8303;78.3408;77.1029;87.7715;88.5786;88.4374;86.74
G;49;55.5245;56.2369;56.4372;57.7337;58.2597;58.7532;59.2231;59.0178;59.0536;59.0773;59.0579;58.8932;56.5342;56.409;56.5582;54.2213;54.0311;54.0725;55.0134;54.76;40.0779;40.42435;40.7912;40.49235;43.4429;42.65;43.1675;42.2096;40.63355;41.85195;41.7015;41.5444;42.99765;44.6531;44.3519;44.25675;43.01075;39.79095;38.9651;42.98775;43.0238;43.0396;47.6475;47.10675;51.62715;50.58755;48.80225;47.47295;46.201;45.3933;45.181;48.924;48.5577;48.9514;49.7476;49.8355;50.0675;49.9677;49.2129;48.5817;46.9903;46.3751;49.3931;50.3324;51.0567;50.5193;49.6084;50.4882
G;50;59.9216;56.8498;57.5766;57.2426;56.1763;54.8578;53.2595;87.5387;86.9492;86.5419;86.1258;89.1415;88.5273;89.9756;89.7349;89.9653;92.9662;92.7607;92.8617;73.85615;74.1344;74.2592;76.451;74.5045;78.75765;71.05925;72.2813;74.51875;72.5146;69.83405;79.9997;78.1172;79.02035;83.2134;80.16465;75.0212;72.25125;60.72205;60.8688;64.2747;50.1462;100;100;100;100;0;0;0;64.6343;67.0951;66.8223;95.9066;96.0075;95.9911;96.0005;96.0273;98.5234;98.5198;98.5634;98.4284;98.2554;98.3352;98.3172;98.8081;98.821;98.8259;98.8597;96.7607
G;51;99.2767;98.0186;99.3033;99.56;99.6119;99.5964;99.7868;99.774;99.7388;100;100;100;78.175;77.3871;76.1291;77.7474;77.7755;76.9723;76.451;75.4581;76.1341;76.70115;77.42065;76.62125;77.6429;78.73605;77.89215;78.25635;78.1279;78.28555;77.27985;77.52005;76.5646;77.5319;77.2829;77.25645;77.51975;78.1511;78.18035;78.39275;76.96915;76.70265;76.92365;77.0774;75.6612;76.22315;75.50375;75.3295;74.27105;74.8201;77.1354;76.9566;76.9177;75.7403;77.59;75.6209;74.5319;74.4591;74.7406;74.3875;74.0202;73.5541;77.4828;75.167;75.7669;76.7249;76.4067;75.648
G;52;79.9063;79.72;83.7846;81.2701;98.8307;100;99.0004;97.3927;96.2939;96.2152;91.9485;90.5327;88.0941;87.0047;86.6621;90.0571;89.2286;89.7248;97.3364;100;100;99.7386;97.54455;97.0964;98.06345;96.3721;96.99325;96.6636;99.2889;100;100;100;100;100;99.20215;99.4485;99.43355;99.0039;98.11705;97.7128;96.38875;95.5953;97.57565;96.03465;94.575;94.3465;95.0315;93.87575;93.0363;93.0858;92.9149;92.7229;98.5553;98.4189;98.4905;96.8223;96.4777;95.3271;94.4148;94.1849;94.8239;93.8129;94.7108;94.7349;98.0375;96.8039;97.2262;96.3766
G;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.0753;74.67765;76.1968;76.04395;77.2539;79.12025;79.6017;79.2786;82.82955;83.30335;83.41015;83.19485;83.63915;83.5727;83.1149;82.94305;82.0157;81.9408;82.1285;82.277;82.6531;85.2797;85.1143;84.5798;84.1045;84.1744;84.6104;83.9413;81.9362;81.6425;83.4033;83.373;82.7364;81.6477;81.9679
G;54;54.2504;52.5749;52.1324;51.6623;51.2717;57.7361;57.6402;61.759;61.292;60.3995;59.7085;59.6851;59.0206;55.6388;54.5514;61.0875;62.1107;62.1408;45.7201;45.30355;45.22;44.6031;43.92525;43.9766;44.29415;46.70505;46.94105;45.9752;55.49705;54.8961;50.2416;48.99925;48.0681;47.8383;47.8536;46.9326;46.61465;45.4206;46.0623;44.72635;57.2085;56.70935;56.5137;56.1615;56.36795;56.34;53.57295;56.73735;57.2567;56.7658;56.6545;59.3237;58.823;69.6238;69.1226;68.7117;69.1187;68.285;66.8296;59.1573;54.3873;53.3136;53.5508;54.1794;53.1916;53.8573;56.5036;54.9341
G;55;99.9136;98.652;98.6949;98.5921;98.5753;99.9045;99.9063;99.9107;99.911;99.9125;99.9212;99.9197;100;98.9327;98.4395;99.3404;100;100;100;100;100;100;100;100;100;92.3393;97.48785;99.2821;100;100;100;96.4429;91.43615;90.55;89.49545;89.5003;87.6757;87.20635;89.08125;89.04445;95.61875;94.47365;93.8546;93.69815;93.0702;91.9771;90.83745;88.652;88.08075;87.9241;88.6277;88.0504;98.5785;100;100;100;100;100;100;100;100;98.3786;97.643;96.2683;98.4925;98.3568;97.4958;97.289
G;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.7183;75.7052;75.86085;75.77515;76.7164;75.9345;76.3141;76.6505;75.3478;76.5764;73.51545;73.29965;73.7332;76.98545;76.2021;77.54035;76.2859;76.57595;76.6631;76.5809;76.58105;72.49345;72.0391;72.1625;71.7952;78.5136;75.8068;78.5289;77.4824;76.2882;77.0628;75.0542;75.7808;75.3963;76.8697;75.7194;74.6434;71.6271;71.9848;70.0087;67.2573;65.3413
G;57;69.9488;69.7749;69.6236;71.8535;71.7334;71.3674;70.9998;70.7346;70.9421;70.1832;69.9353;71.8479;71.0107;70.6635;70.9261;75.0711;74.8932;74.444;74.7377;74.8683;75.06005;74.2024;74.02635;73.4907;75.58365;75.3043;74.8527;72.00275;71.9702;69.98255;70.6134;71.4898;71.6822;71.47695;70.87965;71.7787;71.9377;70.3504;70.9147;73.5142;73.04735;72.94575;73.56695;72.25135;70.839;74.36905;74.40955;75.68265;72.28245;71.4251;71.778;74.375;73.214;72.7944;72.6443;72.8074;72.9351;73.3266;74.5673;73.7146;75.2115;72.2794;71.6903;73.9597;73.7276;73.7779;73.3054;73.5565
G;58;93.0956;90.975;92.0536;91.7947;98.5513;97.7413;97.6996;97.8742;97.1677;96.3328;97.1583;98.8946;97.3699;95.6717;94.9887;94.9461;100;100;100;100;100;99.9439;99.98205;98.62745;99.9846;99.86965;99.89145;99.89205;100;100;99.8835;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;99.8337;99.9697;99.97;99.9698;100;100;100;100;100;100;100;100;99.5557;98.9938;99.2311;99.2332;99.226;99.229;99.3185;99.294
G;59;88.6544;88.3672;88.3424;88.175;89.8047;89.8276;89.7455;89.6032;89.5338;89.4928;89.5239;89.4218;88.9157;88.1925;88.3631;89.4307;89.2288;89.143;89.0602;88.9881;88.9029;88.9081;88.7578;88.74215;87.95325;82.77095;78.57605;91.2615;90.9838;90.8866;90.35065;90.30585;90.3624;89.7554;89.5046;89.5069;89.1417;89.3235;88.88215;90.39595;90.24165;90.06275;89.21175;86.3859;86.67665;86.6709;88.25905;88.6966;91.9268;90.2121;90.7897;91.7841;91.8233;91.8685;91.1139;90.8534;90.6695;90.5836;90.5751;90.5668;86.7736;92.9468;92.9585;92.8558;92.8618;92.8642;92.8681;92.7499
G;60;72.3963;66.9465;64.0107;62.5813;67.1125;67.4234;67.7849;66.4376;66.0899;66.2086;66.7812;64.4478;65.223;68.2442;66.4904;70.0788;69.4107;69.1334;69.9031;70.42775;69.64825;67.5536;64.8198;65.0631;62.28;59.2082;58.5254;62.40115;60.21905;60.23505;58.73785;57.12035;62.5074;61.995;61.9676;62.065;60.8585;60.31845;60.2273;64.2733;65.8781;64.9621;63.37985;62.25995;67.54405;68.6446;65.7848;68.23475;64.97505;64.6311;64.0165;67.7974;52.5031;52.9259;52.2435;52.3545;51.6785;51.3997;55.4828;55.4713;54.6113;54.494;56.1235;57.2241;57.0595;56.6745;55.7383;54.4233
G;61;94.8594;82.3143;84.1074;81.8822;90.516;89.8713;92.4552;94.8674;95.4522;94.9352;93.1024;91.7438;87.9648;86.376;82.9123;84.265;87.7852;98.3365;96.6017;96.74165;95.65215;95.37555;94.96765;95.4342;91.49915;90.41565;94.5972;94.66995;94.67075;99.9968;99.9649;97.4912;50.19875;50.1704;49.7005;48.7141;48.86725;47.79255;48.4371;52.7601;49.75845;49.1423;49.51755;50.69375;47.7375;49.3108;49.41365;48.93005;45.34755;45.5688;44.0677;44.2329;46.9378;49.567;50.2357;50.3894;45.0455;45.1172;60.5613;58.3721;58.1031;55.7672;53.243;51.7886;53.4345;52.1845;52.4633;51.3851
G;62;97.6695;98.959;98.9923;98.955;98.8957;98.8908;98.8299;99.0574;98.8618;98.9743;98.9629;98.9394;99.7488;99.6853;99.6853;99.9861;99.9861;99.9824;99.9861;99.92675;99.84175;99.8185;99.837;99.75915;99.51025;99.5452;99.59655;99.84645;99.67875;99.9808;99.97865;99.9879;99.9877;54.779;57.01705;56.9835;56.9469;56.9005;56.9303;57.1782;57.1772;57.1518;57.1498;57.12965;57.1168;57.104;60.73225;60.7027;60.4785;60.5276;60.554;60.8288;60.8238;60.5257;60.4538;60.3868;60.463;62.0361;61.8548;70.9449;72.0678;72.0653;72.0847;73.5103;73.2148;73.2137;74.3138;74.3531
G;63;50.8733;44.5106;44.3684;51.2492;50.9471;63.6483;63.8506;64.0242;64.031;63.9748;71.0243;71.4836;71.6571;72.6682;72.4576;74.7188;74.5176;74.7431;73.7548;73.0637;72.4094;72.9403;72.5489;71.85375;70.8011;70.51775;70.24515;71.13245;70.86345;71.82905;71.2854;70.9741;71.1579;70.1207;69.4254;67.46595;66.50735;66.0435;66.26235;71.7135;70.8632;69.99265;72.54245;71.4893;82.45275;81.9839;82.32995;80.9013;76.64365;77.612;79.6575;84.2216;84.486;84.3254;84.1586;83.7386;82.34;82.0548;81.597;81.7062;80.8875;83.7048;87.0962;90.1099;88.8537;88.7427;88.5169;87.9373
G;64;81.6818;77.9817;76.4731;89.5942;89.6815;89.8157;89.8778;89.7809;89.8058;89.815;89.8214;89.6955;89.7886;89.874;88.8758;91.2209;89.4481;89.4677;89.3405;88.78715;88.19935;88.578;88.2046;92.0674;91.55965;91.43635;90.6869;90.2201;90.13865;89.8262;89.22175;88.8627;88.3693;87.1202;86.8076;86.40365;86.13815;86.024;86.0447;89.75755;89.71585;89.3627;89.1546;86.2372;87.32295;87.04785;86.7835;86.47485;84.76745;88.8416;92.4982;92.855;92.4607;92.2671;92.7847;94.0673;93.6682;92.3022;92.5274;94.1198;93.6289;94.1399;95.6722;97.6365;97.6577;96.8784;96.8783;96.8912
G;65;81.9238;81.23;81.2637;81.127;99.1099;99.6096;96.9702;97.2578;97.249;97.0036;96.799;97.0412;97.1255;96.3882;96.4457;99.2194;99.2858;98.6541;97.7268;97.21735;96.66655;96.55805;97.5233;96.6958;97.0411;96.388;96.2119;98.6731;98.61725;98.19675;98.1224;97.29575;96.44615;96.5107;84.52785;87.01335;87.18835;86.3711;86.3847;86.86015;86.7828;86.44005;85.43705;85.23685;84.8469;84.562;84.06185;86.3704;90.5132;90.1345;89.8514;89.7612;92.4545;91.2488;91.1945;90.591;82.6727;83.8836;84.2088;84.7493;89.4076;88.9814;86.5863;87.1453;91.6944;91.499;91.0607;91.304
G;66;100;98.1285;98.2191;98.206;99.9307;99.9301;99.9298;99.931;99.9339;99.928;99.8635;94.1021;94.1639;94.0761;93.9219;93.9722;93.8987;92.6905;91.7515;91.93955;93.6723;93.6687;93.757;93.79775;92.9495;92.326;92.3496;66.32785;68.951;66.5683;66.5464;66.5382;66.8884;65.2928;65.1312;64.812;64.53825;64.43995;95.05995;94.7986;95.1451;95.24665;95.4744;95.4861;95.41725;94.2202;94.4695;93.97025;93.3311;92.9101;93.5641;92.8482;93.7005;95.2995;94.9342;95.8916;96.0729;96.1266;95.855;95.3348;94.6478;93.9024;94.3806;95.1646;94.9634;95.9609;96.2044;97.2962
G;67;57.9383;55.2036;55.1263;63.2411;62.0545;61.5741;62.625;62.7977;61.878;62.0543;61.5457;61.4257;62.6159;61.2313;61.2851;61.3025;62.1959;62.6735;62.7514;62.65625;63.0603;61.903;61.5807;61.06925;59.29495;58.179;58.63635;64.963;66.37495;66.2093;65.33485;64.1582;65.1718;65.85985;66.25835;63.1886;61.79865;60.2798;60.25845;71.2326;72.34505;72.0699;71.29645;72.4251;69.0369;67.28615;75.20565;75.20615;71.8847;71.7581;71.8631;77.7878;77.9116;76.7978;75.6576;74.9779;76.7004;77.4757;78.8553;78.8034;73.4974;74.0915;74.3569;74.5126;74.7884;74.3924;73.9688;75.2665
G;68;73.4783;63.9214;65.3212;68.4269;70.7124;82.0412;79.647;79.0973;76.6119;74.4781;72.7556;75.27;76.7453;68.218;69.2899;67.6128;67.0573;76.4209;75.6283;74.3075;74.25325;73.706;71.99225;72.73115;73.84855;73.5477;74.23155;73.12695;71.86335;83.4148;84.53785;82.6276;81.1633;81.9868;82.3681;80.44385;79.8422;78.18485;76.72135;75.421;82.7234;81.5114;80.08775;78.04655;78.45005;79.0965;77.7716;77.7888;77.56095;76.2821;76.2604;75.1093;83.3521;82.0735;81.6272;81.7495;80.6783;83.2098;79.1119;79.2475;79.6138;78.0824;79.0548;78.2282;73.3778;83.9494;83.1307;81.2173
G;69;82.9417;80.4901;80.5802;80.938;81.1403;89.3019;88.6851;88.7789;89.4456;89.413;89.4295;89.5024;89.0559;88.6078;88.8835;88.3413;87.1263;85.9437;85.8109;85.2767;85.15485;84.6981;84.24985;84.1911;83.1461;82.85355;83.0421;86.3882;86.3193;86.2104;86.32065;86.25635;85.64315;86.02545;86.0795;86.10135;84.8978;84.97305;85.3129;86.33665;84.84025;84.7176;84.441;83.6001;86.7066;85.6741;85.1497;85.0818;83.974;83.9947;83.849;91.517;91.6068;91.574;92.1612;92.2365;92.2598;92.3859;92.4641;91.1356;90.0999;90.9299;90.8912;89.399;90.3671;92.4691;91.2147;91.1004
G;70;84.9437;82.6443;82.4914;83.4008;77.171;76.6103;75.7954;75.2309;73.0292;72.94;73.1698;72.8988;72.9204;70.2161;69.6796;71.1313;70.7713;69.5746;71.1527;71.137;70.52745;70.36445;71.2219;71.0562;74.5791;73.82215;73.78135;73.34925;72.25985;71.38275;69.8918;68.84995;68.5867;68.64835;66.30365;67.05065;73.01985;72.1467;71.76605;71.4549;70.5958;70.34975;69.7401;69.98535;23.466;23.22765;22.5733;21.5214;26.9276;26.7905;25.8248;25.4318;24.532;23.4248;22.7509;22.1071;18.9055;18.4673;17.2606;14.5363;30.182;29.2659;27.5992;24.2846;24.2732;21.6358;21.7092;20.277
G;71;66.2615;68.5452;68.3522;66.5956;65.5513;67.2082;67.3398;66.2213;66.1529;65.8123;66.1532;66.6023;68.3622;64.5644;64.5503;67.0221;67.4812;66.9812;67.1527;66.52295;65.59135;65.5834;73.1526;74.0415;72.5224;72.21535;71.4267;70.8329;73.23815;73.05635;74.2922;69.53475;74.06255;72.88505;72.51995;73.86115;72.68625;72.8843;71.99145;73.30175;74.2643;74.6485;74.4256;74.32725;72.4395;73.8484;73.81735;73.95715;75.9017;75.2713;73.677;74.6316;72.7711;71.0242;57.4516;57.0472;56.7749;57.4611;62.538;61.5319;61.3732;61.6683;59.2225;60.8914;60.5447;61.7576;61.6335;61.3073
G;72;33.1892;22.5699;68.8219;70.3337;73.8605;73.0225;71.9017;72.2678;69.4009;68.9148;72.0063;70.3694;69.3933;70.4766;69.7712;72.0814;63.6581;62.8536;63.8625;62.8352;63.7309;64.70535;64.94595;63.8737;65.22425;64.2812;65.00445;66.02485;65.9082;67.16715;66.18615;66.16655;65.8988;66.1685;66.28925;66.7341;65.9663;65.5562;63.9954;64.9784;62.359;63.7689;63.85235;61.8565;61.25045;62.13755;61.50645;61.65575;61.40975;60.6504;60.5806;60.5578;60.0472;63.3343;63.9037;63.6203;62.1628;62.602;62.3768;62.0773;61.7587;61.2763;59.624;56.8887;57.8696;62.7672;63.9006;62.8483
G;73;85.565;82.8235;82.678;82.6061;85.6411;85.3268;84.9803;84.8052;84.5967;85.7562;85.3264;85.2091;85.1479;84.5666;84.03;86.5073;86.4566;82.8903;84.6521;84.66245;81.8052;79.46115;85.0441;84.8918;82.2967;82.3704;81.6253;84.1366;84.60025;84.83885;83.9264;83.84245;84.0677;83.7777;83.69405;83.21905;82.70915;81.9714;81.58355;85.494;85.32995;81.7661;84.7624;83.7258;83.21095;82.10325;81.1807;86.03225;83.86085;83.5982;79.6318;84.1821;82.7086;82.6623;82.2615;83.1962;82.4079;83.351;83.1983;83.293;82.2451;79.7608;79.1782;81.3153;81.5763;82.0462;81.5577;81.3924
G;74;66.5181;60.8165;63.5777;64.1711;64.4769;67.9487;67.2526;69.4997;67.3865;66.8148;67.2212;68.3534;70.9463;70.5359;68.3784;70.0658;70.1983;69.5941;71.021;70.9027;70.49145;68.20345;67.1101;67.33125;66.346;63.90105;66.67805;62.7204;72.42915;72.6888;72.62925;68.67145;67.72645;66.61045;66.8705;63.5333;66.7371;63.5116;67.40595;63.666;69.6454;70.069;73.508;70.9035;68.0966;68.9608;65.48855;65.80195;71.4047;69.6527;68.5274;70.7402;74.1825;73.2327;72.5362;72.2558;70.4977;72.859;73.5525;71.5819;72.4351;71.7943;71.69;76.3971;75.8555;76.0989;76.5013;75.7258
G;75;86.3374;80.5202;81.6399;79.5767;93.411;90.6056;90.0632;91.1796;86.0404;82.2513;84.3878;81.6903;78.7789;78.4725;78.5486;78.9802;95.9471;94.5868;95.8675;94.3774;93.2333;92.1565;92.43475;94.20515;94.3559;93.1578;91.06285;89.59355;96.84955;95.3575;94.4272;91.17495;90.12705;90.3021;89.28745;88.76375;87.9176;88.33015;87.89795;87.71975;97.79115;96.8391;95.611;93.8115;93.3655;90.1398;87.51685;87.2691;86.1714;85.4662;85.3255;85.3587;97.0857;96.2758;95.9368;94.021;93.8872;92.6305;91.3751;93.2605;95.6899;94.7512;93.1169;91.5072;96.6032;95.366;96.3002;96.6015
G;76;85.0078;90.2358;90.5225;81.6627;80.4641;89.2123;90.1614;90.6307;90.9835;68.5858;65.8811;65.6432;61.1749;59.8184;58.7981;58.4161;57.6818;57.3367;62.3685;62.532;63.46955;63.81395;63.8241;63.4631;64.0076;63.63305;63.74925;64.48345;63.9395;66.4356;66.04625;66.6494;66.10695;65.2553;65.96165;66.524;65.42635;65.63565;65.9708;64.8671;64.16385;66.5672;67.2832;66.43815;66.8455;67.57065;68.05865;66.2745;67.66635;66.0674;64.6408;66.263;66.8006;67.629;67.9137;68.0977;66.305;72.3028;69.7138;68.8751;69.6185;70.0318;69.8504;70.081;73.5206;73.7071;72.2607;71.105
G;77;71.6088;75.4382;73.497;75.2378;73.8433;76.5814;78.1035;76.9306;78.0196;78.4447;79.0832;76.5524;76.1541;78.8725;79.5807;78.4914;78.4702;78.0036;77.6015;78.54405;78.2457;77.7848;79.01795;78.58055;77.3725;78.67605;78.36585;82.23985;79.7843;80.233;80.29965;80.53215;85.24075;84.6856;82.2291;83.6471;81.9126;82.1289;83.2837;88.88585;87.8546;89.49475;89.5734;89.60095;90.49295;90.2142;89.5916;91.20565;88.5892;88.9351;89.9633;88.7641;92.6936;93.627;90.149;92.1495;95.4099;92.2778;92.7521;94.4079;94.6568;94.4485;93.971;91.1803;91.3709;100;100;100
G;78;63.7775;57.215;58.5148;59.2743;61.8666;62.5051;61.7403;57.7439;55.2086;55.4357;56.4362;55.7449;55.4499;50.8437;52.8293;54.5715;54.212;53.2959;52.5372;54.2778;53.6725;55.19565;55.5857;54.6313;55.41435;55.12675;55.94715;55.5181;55.78575;54.34905;54.58355;54.79715;55.2257;53.57375;53.96525;53.8817;56.6633;54.1948;50.70615;52.2904;53.98965;53.0928;52.8827;52.8057;52.24895;49.51425;56.1972;55.7572;55.65585;48.3208;51.9457;51.9189;53.3255;52.3883;51.4624;51.3479;50.2469;53.2107;51.5488;50.9205;53.1932;54.112;50.3489;50.3262;51.652;51.9427;50.3581;49.3792
G;79;70.547;67.7455;66.8174;69.4326;68.6442;69.9501;68.6967;67.9827;66.7192;65.5502;65.0029;64.4583;63.8796;62.4326;61.7676;81.8371;81.8164;81.2189;80.5738;80.03065;79.51575;79.16455;78.8979;78.0686;77.3601;77.23965;76.94235;84.19055;83.757;83.6866;82.58505;82.5634;81.94485;81.51375;81.3529;80.8472;82.14215;81.96105;81.90025;86.1076;85.6651;85.43025;85.0897;81.7885;81.33925;81.2208;81.74265;81.5198;82.29335;81.4577;81.1452;86.5154;86.8395;87.5908;87.5453;87.5372;88.1999;87.6272;87.7491;89.0162;87.5879;87.4798;87.9927;89.4177;89.3253;89.8576;89.8109;89.7844
G;80;78.9399;73.4356;73.854;74.9417;75.5603;80.2255;80.0558;80.2318;80.3535;80.467;79.1218;78.8326;78.4344;74.37;75.0162;81.362;81.2145;81.0874;80.1993;79.65685;78.84155;78.9549;78.62015;78.34565;77.733;76.2293;76.7136;82.0906;81.23475;80.47635;79.33255;78.9937;78.9424;78.3472;77.714;77.057;76.0232;75.5138;74.6474;74.13445;81.53385;81.80685;82.17955;81.8488;82.93935;82.38435;82.7626;82.58705;82.34805;80.6362;80.8729;85.3498;84.5487;83.8258;82.8176;81.8974;81.6674;80.9562;79.5665;79.025;81.2797;81.6594;81.5357;84.2059;83.6491;84.9865;82.8426;82.5247
G;81;51.8477;49.1637;49.2765;49.582;65.1344;65.2242;63.0173;62.8788;62.3117;62.281;62.1868;62.0079;57.215;53.7104;54.3834;54.789;49.7043;44.3415;59.6878;59.75955;59.9866;61.1123;61.3265;61.5263;61.51645;61.3187;61.27885;61.245;60.9139;60.6599;60.5582;60.43035;60.20345;60.15525;60.065;59.87975;60.26655;60.1688;60.1894;60.35005;60.50895;60.7733;68.88615;68.36425;68.40455;68.3127;68.12415;67.61635;67.4371;67.3084;66.9666;67.9534;73.0604;72.9041;73.6513;72.9584;72.8276;72.0935;71.8326;72.5033;72.0013;72.2297;72.3079;82.604;82.4305;83.2843;83.2292;82.9258
G;82;60.6915;60.3963;59.4445;59.6416;59.2338;58.1889;65.0073;64.196;63.7318;62.9196;61.5791;60.9182;60.4902;61.7424;61.5203;61.1927;59.6171;59.4302;74.4987;72.3355;69.384;69.11505;70.78025;70.8597;43.32125;42.8815;43.01225;42.0636;41.12305;68.94265;68.2864;67.39275;67.41075;67.22195;67.24895;66.5493;67.1313;66.1552;66.1957;65.8963;65.11035;74.7884;74.45505;55.29955;53.79315;53.7106;53.28195;52.05795;51.1276;50.3835;50.3132;49.8864;49.667;50.5269;56.966;56.6014;54.6243;54.6892;55.0883;54.8381;55.2603;54.4323;54.0979;52.2368;50.3111;65.3003;75.2537;73.7978
